phenotype,variant,pm,pf,bm,bf,nm0,nm1,nm2,nf0,nf1,nf2,gene_symbol,gene_region,cms_score,IPA
hct_vena_mean,10_53068604,0.0246303173428943,0.138343192055214,10.1318681318682,2.86666666666667,13,7,0,15,5,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53069243,0.0246303173428943,0.138343192055214,10.1318681318682,2.86666666666667,13,7,0,15,5,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,21_35892764,0.0254457158325989,0.227193333138378,8.15827338129495,1.73381294964029,12,7,1,12,7,1,RCAN1,Intronic,12.0268,IPA
hct_vena_mean,10_53063422,0.0255053442529109,0.095184592589329,7.16666666666667,-1.80851063829787,12,6,2,9,7,4,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53063572,0.0255053442529109,0.095184592589329,7.16666666666667,-1.80851063829787,12,6,2,9,7,4,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_79176594,0.0256410914315811,0.393606229470406,6.53703703703703,1.27480916030534,11,6,3,8,11,1,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,10_53060076,0.0260604216492162,0.388058722802706,-11.0666666666667,1.12865497076024,15,5,0,15,3,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53060249,0.0260604216492162,0.388058722802706,-11.0666666666667,1.12865497076024,15,5,0,15,3,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,20_41470309,0.0264191103216693,0.530195623727008,-5.88636363636365,0.727272727272728,9,6,5,13,4,3,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41470367,0.0264191103216693,0.530195623727008,-5.88636363636365,0.727272727272728,9,6,5,13,4,3,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,3_196465270,0.0266788286952217,0.438344706940765,11.9375,1.53333333333333,16,4,0,15,5,0,PAK2,Promoter,9.17274,IPA
hct_vena_mean,3_196544117,0.02708746374615,0.841260263045363,6.36607142857142,0.362637362637359,8,8,4,4,15,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_169213020,0.0273739503646685,0.996549274096828,5.94531250000002,-0.00558659217877221,12,4,4,11,7,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,10_79154151,0.0280262123608908,0.603014552320062,7.61290322580644,0.598214285714285,7,11,2,8,8,4,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,8_106528142,0.0281528619466006,0.642408683383012,-6.44444444444445,-0.999999999999999,15,2,3,16,4,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,9_139394573,0.0282599685662805,0.189549773535768,-6.97826086956523,1.54901960784314,7,10,3,9,8,3,NOTCH1,Intronic,8.96901,IPA
hct_vena_mean,9_139395473,0.0282599685662805,0.189549773535768,-6.97826086956523,1.54901960784314,7,10,3,9,8,3,NOTCH1,Intronic,8.96901,IPA
hct_vena_mean,2_46002505,0.0285641028094219,0.0288086240544029,-11.8125,-5.8888888888889,16,4,0,18,2,0,PRKCE,Intronic,8.7154,IPA
hct_vena_mean,7_55259763,0.0285723900862698,0.01006943574032,-8.10294117647059,-3.42857142857143,13,6,1,11,8,1,EGFR,Intronic,9.32678,IPA
hct_vena_mean,7_55262627,0.0285723900862698,0.01006943574032,-8.10294117647059,-3.42857142857143,13,6,1,11,8,1,EGFR,Intronic,9.32678,IPA
hct_vena_mean,21_39967981,0.0287026695309979,0.394242032116627,-6.74489795918367,1.16666666666667,6,10,4,5,12,3,ERG,Intronic,14.2955,IPA
hct_vena_mean,21_35907727,0.0290513983611872,0.0699983644148306,11.78125,3.26190476190476,16,4,0,14,6,0,RCAN1,Intronic,12.0268,IPA
hct_vena_mean,21_35911978,0.0290513983611872,0.0699983644148306,11.78125,3.26190476190476,16,4,0,14,6,0,RCAN1,Intronic,12.0268,IPA
hct_vena_mean,21_35915722,0.0290513983611872,0.0699983644148306,11.78125,3.26190476190476,16,4,0,14,6,0,RCAN1,Intronic,12.0268,IPA
hct_vena_mean,2_45965038,0.0291232934801118,0.330417133857945,-7.2046783625731,1.26900584795322,9,9,2,9,9,2,PRKCE,Intronic,8.7154,IPA
hct_vena_mean,14_34405874,0.0295452008650425,0.851545525655129,9.40000000000001,-0.282442748091602,10,10,0,14,5,1,EGLN3,Intronic,7.68818,IPA
hct_vena_mean,4_72404944,0.0298035041417213,0.276298509058945,9.43434343434345,-1.66129032258065,11,9,0,15,4,1,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72405132,0.0298035041417213,0.276298509058945,9.43434343434345,-1.66129032258065,11,9,0,15,4,1,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72405381,0.0298035041417213,0.276298509058945,9.43434343434345,-1.66129032258065,11,9,0,15,4,1,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72406365,0.0298035041417213,0.276298509058945,9.43434343434345,-1.66129032258065,11,9,0,15,4,1,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72406729,0.0298035041417213,0.276298509058945,9.43434343434345,-1.66129032258065,11,9,0,15,4,1,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72407172,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72408412,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72408793,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72409171,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72409208,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72409952,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410144,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410154,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410348,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410361,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410884,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72410966,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72412516,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72413110,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72413281,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72414200,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72414201,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72416258,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72416585,0.0298035041417213,0.119754688698968,9.43434343434345,-3,11,9,0,15,5,0,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,3_196545516,0.0299227728360485,0.232195483108721,6.7179487179487,2.12087912087912,8,9,3,4,15,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196547538,0.0299227728360485,0.232195483108721,6.7179487179487,2.12087912087912,8,9,3,4,15,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196548403,0.0299227728360485,0.232195483108721,6.7179487179487,2.12087912087912,8,9,3,4,15,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196549089,0.0299227728360485,0.584658309309167,6.7179487179487,1.07894736842105,8,9,3,3,16,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196549742,0.0299227728360485,0.409352845925813,6.7179487179487,1.38461538461538,8,9,3,5,14,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196551606,0.0299227728360485,0.245622970180584,6.7179487179487,1.82758620689655,8,9,3,4,14,2,PAK2,Intronic,9.17274,IPA
hct_vena_mean,3_196551638,0.0299227728360485,0.232195483108721,6.7179487179487,2.12087912087912,8,9,3,4,15,1,PAK2,Intronic,9.17274,IPA
hct_vena_mean,12_20592624,0.0299227728360485,0.985580351413402,6.7179487179487,-0.0243902439024406,8,9,3,8,10,2,PDE3A,Intronic,7.78265,IPA
hct_vena_mean,3_169317870,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169321197,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169322313,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169322325,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169322749,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169322958,0.0302329864688478,0.539561266564898,-6.32876712328767,0.6864406779661,6,9,5,7,8,5,MECOM,Intronic,11.8504,IPA
hct_vena_mean,8_106700287,0.0304736226774491,0.0571530882190868,13.0980392156863,2.91304347826087,17,3,0,16,3,1,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106715767,0.0304736226774491,0.631982323791696,13.0980392156863,1.03125,17,3,0,16,4,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,10_53237647,0.0304898540591422,0.388393865778625,-10.8,1.26470588235294,15,5,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,2_111918560,0.0304898540591425,0.654035512117993,10.8,-0.693548387096773,15,5,0,15,4,1,BCL2L11,Intronic,15.1878,IPA
hct_vena_mean,8_106503845,0.0306574692289407,0.0219965739833348,7.14619883040935,2.77272727272728,6,11,3,10,8,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,10_53140948,0.030926342158323,0.461367114127823,-7.03409090909092,-0.944134078212291,10,8,2,5,11,4,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,20_40904848,0.0309390552448955,0.825309022485982,-8.15267175572517,0.284916201117317,14,5,1,13,5,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,21_39972275,0.0315866493462924,0.206681092509214,11.625,3.55555555555556,16,4,0,18,2,0,ERG,Intronic,14.2955,IPA
hct_vena_mean,20_41426189,0.0316266343635262,0.243998278967968,6.94972067039107,-1.48863636363637,13,5,2,10,8,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,11_128594875,0.0317288281703079,0.846946718989103,-5.22784810126583,0.326923076923079,9,4,7,5,14,1,FLI1,Intronic,9.61049,IPA
hct_vena_mean,11_128595173,0.0317288281703079,0.846946718989103,-5.22784810126583,0.326923076923079,9,4,7,5,14,1,FLI1,Intronic,9.61049,IPA
hct_vena_mean,3_196542596,0.032007563294537,0.786922753137501,-6.38862559241704,-0.388888888888887,7,9,4,6,12,2,PAK2,Intronic,9.17274,IPA
hct_vena_mean,10_53639926,0.0327820240383034,0.252166317550342,-7.92647058823531,1.64748201438849,9,10,1,10,9,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53640416,0.0327820240383034,0.252166317550342,-7.92647058823531,1.64748201438849,9,10,1,10,9,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53673232,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53673462,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53674795,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53676045,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53678026,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53679060,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53680085,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53680563,0.0327820240383034,0.512817777261569,-7.92647058823531,0.859649122807016,9,10,1,9,9,2,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,2_46133175,0.032891412386111,0.0465713245683589,6.36018957345972,-2.61290322580645,7,9,4,7,11,2,PRKCE,Intronic,8.7154,IPA
hct_vena_mean,6_160455976,0.0329003072684784,0.485907616960094,-6.9050279329609,-1.01438848920863,13,5,2,10,9,1,IGF2R,Intronic,6.33404,IPA
hct_vena_mean,14_34405176,0.0329153095449496,0.954768769344325,10.6666666666667,0.137254901960785,15,5,0,17,3,0,EGLN3,Intronic,7.68818,IPA
hct_vena_mean,14_34405305,0.0329153095449496,0.954768769344325,10.6666666666667,0.137254901960785,15,5,0,17,3,0,EGLN3,Intronic,7.68818,IPA
hct_vena_mean,21_36227745,0.0329153095449496,0.684745046542967,10.6666666666667,-1.16666666666667,15,5,0,18,2,0,RUNX1,Intronic,7.3598,IPA
hct_vena_mean,21_39959314,0.0329153095449496,0.713490439024861,10.6666666666667,1.05555555555556,15,5,0,18,2,0,ERG,Intronic,14.2955,IPA
hct_vena_mean,20_41803844,0.0330411451439012,0.0822053249657702,-8.60869565217391,-2.9375,16,3,1,8,12,0,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,6_41941169,0.0330677400202562,0.601863994760262,6.23744292237442,-0.611111111111115,5,9,6,11,6,3,CCND3,Intronic,6.69355,IPA
hct_vena_mean,21_39823349,0.0336500567180182,0.348848063973299,-9.64835164835166,1.3969465648855,13,7,0,14,5,1,ERG,Intronic,14.2955,IPA
hct_vena_mean,21_39825012,0.0336500567180182,0.348848063973299,-9.64835164835166,1.3969465648855,13,7,0,14,5,1,ERG,Intronic,14.2955,IPA
hct_vena_mean,21_39826056,0.0336500567180182,0.348848063973299,-9.64835164835166,1.3969465648855,13,7,0,14,5,1,ERG,Intronic,14.2955,IPA
hct_vena_mean,21_39826145,0.0336500567180182,0.348848063973299,-9.64835164835166,1.3969465648855,13,7,0,14,5,1,ERG,Intronic,14.2955,IPA
hct_vena_mean,2_233945017,0.0337369014697089,0.161753641297178,9.20000000000002,-1.77272727272727,10,10,0,10,8,2,INPP5D,Intronic,6.27444,IPA
hct_vena_mean,2_233945320,0.0337369014697089,0.161753641297178,9.20000000000002,-1.77272727272727,10,10,0,10,8,2,INPP5D,Intronic,6.27444,IPA
hct_vena_mean,2_233946500,0.0337369014697089,0.161753641297178,9.20000000000002,-1.77272727272727,10,10,0,10,8,2,INPP5D,Intronic,6.27444,IPA
hct_vena_mean,20_41377866,0.0338613172999961,0.780184880041738,7.79856115107915,0.368421052631576,12,7,1,2,9,9,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,21_27441795,0.0340458208292639,0.0548111539140935,9.23232323232325,2.375,11,9,0,10,8,2,APP,Intronic,10.9999,IPA
hct_vena_mean,21_27447662,0.0340458208292639,0.0548111539140935,9.23232323232325,2.375,11,9,0,10,8,2,APP,Intronic,10.9999,IPA
hct_vena_mean,21_27461329,0.0340458208292639,0.0548111539140935,9.23232323232325,2.375,11,9,0,10,8,2,APP,Intronic,10.9999,IPA
hct_vena_mean,21_27462777,0.0340458208292639,0.0756733886744966,9.23232323232325,2.56640625,11,9,0,10,8,1,APP,Intronic,10.9999,IPA
hct_vena_mean,8_134119385,0.0349938614833351,0.572393896365526,-6.40196078431371,-0.742690058479534,9,8,3,6,11,3,TG,Intronic,13.6518,IPA
hct_vena_mean,8_106724103,0.0354889851968914,0.183684613184764,-10.5333333333333,1.71345029239766,15,5,0,15,3,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106724356,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106725186,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106730853,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106731757,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106732377,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106733131,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106733869,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106733919,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106734485,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106736455,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106737272,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106737459,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106737616,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106737629,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106738385,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106745872,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106746435,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106747160,0.0354889851968914,0.429635747949163,-10.5333333333333,1.01117318435754,15,5,0,13,5,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106748701,0.0354889851968914,0.183684613184764,-10.5333333333333,1.71345029239766,15,5,0,15,3,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106758693,0.0354889851968914,0.134996993442504,-10.5333333333333,1.88636363636364,15,5,0,14,4,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106761865,0.0354889851968914,0.183684613184764,-10.5333333333333,1.71345029239766,15,5,0,15,3,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,10_52913970,0.0354889851968918,0.448193371983497,10.5333333333333,2.16666666666667,15,5,0,18,2,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_52914898,0.0354889851968918,0.448193371983497,10.5333333333333,2.16666666666667,15,5,0,18,2,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_52934604,0.0354889851968918,0.223824431266577,10.5333333333333,2.88235294117647,15,5,0,17,3,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_52959299,0.0354889851968918,0.448193371983497,10.5333333333333,2.16666666666667,15,5,0,18,2,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_79279315,0.0359071093215662,0.293702981875695,-7.95419847328246,1.33519553072626,8,11,1,11,7,2,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,10_79282331,0.0359071093215662,0.293702981875695,-7.95419847328246,1.33519553072626,8,11,1,11,7,2,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,10_79352193,0.0359071093215662,0.175316052349571,-7.95419847328246,1.92857142857143,8,11,1,11,8,1,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,10_53953322,0.0360203472921495,0.199984446947405,9.53846153846155,2.20833333333333,7,13,0,12,8,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,5_59112223,0.0365834969772265,0.484409690070293,-11.34375,-2,16,4,0,18,2,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,12_15541212,0.0366475644541513,0.695839479710195,-7.77941176470587,0.405797101449276,9,10,1,8,6,6,PTPRO,Intronic,8.92202,IPA
hct_vena_mean,2_40499002,0.0370049493063257,0.484409690070292,6.46938775510204,-0.857142857142858,6,10,4,6,10,4,SLC8A1,Intronic,6.07837,IPA
hct_vena_mean,2_40504788,0.0370049493063257,0.882770725286813,6.46938775510204,0.158301158301158,6,10,4,7,7,6,SLC8A1,Intronic,6.07837,IPA
hct_vena_mean,2_40506990,0.0370049493063257,0.882770725286813,6.46938775510204,0.158301158301158,6,10,4,7,7,6,SLC8A1,Intronic,6.07837,IPA
hct_vena_mean,19_41849958,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41851509,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41851716,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41852115,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41852775,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41852979,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41854052,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41854534,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,19_41854674,0.0379224579326881,0.999999999999999,-6.72222222222222,1.5945744696156e-15,12,6,2,11,8,1,TGFB1,Intronic,10.1878,IPA
hct_vena_mean,20_41414948,0.0379751990848393,0.625879629363919,7.87786259541986,-0.712230215827341,14,5,1,12,7,1,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,9_139396690,0.0379751990848399,0.257972869959553,7.87786259541984,1.92929292929293,14,5,1,11,9,0,NOTCH1,Intronic,8.96901,IPA
hct_vena_mean,9_139403770,0.0379751990848399,0.257972869959553,7.87786259541984,1.92929292929293,14,5,1,11,9,0,NOTCH1,Intronic,8.96901,IPA
hct_vena_mean,8_106597945,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106598218,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106598462,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106598807,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106599430,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106599633,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106599832,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106601166,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106601674,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106604227,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106604466,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106604736,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106605870,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106606720,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106606731,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106606996,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106608895,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106612137,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106612853,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106614801,0.0382167459215763,0.477696544444516,-10.4,1.70588235294118,15,5,0,17,3,0,ZFPM2,Intronic,11.4769,IPA
